6421705,39918ea3304ca75df5f610bdba1db764473821be6f4a4337e02b57aa9fd729c0,2.26
6421704,92cb35ae8982d123f1ff0dcdb81e9de71c1f3456bcc968101e34ab4d326f1fc7,7.32
6421703,5f7e0872585bc0a82264b785541a9f8e434e583d4d3e6eaae7123255f41edcb6,2.63
6421702,0a9e5095d551635dc32474f15a724d57995e9b4a66510e28b73a0d41213a4ffb,74.63
6421701,60eda877a961300c6786646ea386dbb1e1678543c55dfbbd3f0d32cd8e53a126,1.05
6421700,fc02ad23d7b14d457a4c953c2fa332be23977fb9c086d6cba3f467102515af4f,3.41
6421699,cab82365224c1742d8332565ad9a461a64d69ed4799310042f64f5cd6960844e,2.60
6421698,3a07c8e3b4fcbe973a75d08aa9349410eb22210fc46fc989f3de47ad92e571ea,1.39
6421697,0b126a9b729724625ffb92f091e5ffebdc457a2edb787a3f9b9bd15d10ceed6a,16.94
6421696,75953a8f2e77a08cbb86c30818dd20232de42e65e1def1c6440308827284c7cb,1.34
6421695,3288d3472db5e52fdd895314e50b6d7ff4be0f3df0503483b5d9e2547162a31d,1.98
6421694,5aef1f72190e8efeb6a0b46865059aa15c1dad8b4d5e0542871038f57eea5091,4.62
6421693,3feab006a71959da14d2f1eed1abc20453a72b4bb8ae49a444cd46da44186d69,2.76
6421692,a9bc79b6ea41d881a31784f249c090bcc9ed4d19d64b438cc8afcaaa1bed7b62,1.41
6421691,7f04fa94245b860759172a8048486f936d09eb7a6e4657d8f64f406734f6fd45,1.07
6421690,3c225f307302e188f8a893cb16653cb6bc46e5eebf15ec6daecfc4fc043ee969,2.51
6421689,e969b8312e97d843a7bac573d7480ffbbdd16227e08e89b72d3d2347ad989408,1.02
6421688,ca1d422df5c7aaaa765e273ddc46d69cd0f168a34f8cb60f72ebe8ffcf2de70c,1.68
6421687,ea98d0c0deffce8aac7bfd43f10b747253bae16cd1fa168869456af09ec41855,1.81
6421686,59e453119cf955f4ae57bdb2f3a5c5818df3f3065be8529e60c9d74b26eaa067,1.21
6421685,43d51e5a710cbd9b04efabec9e01a8a7ae488e2b7c23e032305fde90cfd994c9,1.18
6421684,b1cc712447706af3393353e0901cb064f30b9501c70ec1e485983c15b7433df0,4.24
6421683,20c392e9f02931b70c36737c021e776816de4a1eb2b42967339033badcca7e82,2.72
6421682,cf4db428b8625688012d00ca2db246bb11f24080408b0d642f90a587f160d218,1.06
6421681,4230b22063c99b1407c8bd1dde354b0c6696d281744021cc0a56463b36684566,1.31
6421680,5a280840e1776bbf9c95ade8b179d1be1fde4bf3b446795dc64cb949097eb621,1.20
6421679,2d3196bad9b3a3094778525889944c9000277bbdd7e17a51cbc956012f784a0c,3.33
6421678,0fd28595bef6c3c6791ca683c64d5b2bd9ad7da17fd9f3865bfb3d74e39f1ebb,1.33
6421677,b88ec86f90221a8ad137cf805d17f0ce9349aee2b54203f1f3f3592226c8b8e4,1.44
6421676,477fad6c43e220a7e24f6ff07a0495cf806036419f734c2d9b247d4004b1dbb4,1.86
6421675,4ddb6b83972e4ca8f5019914bd17813ba92ecef26061a4b6f06e4b4b63c35b3f,2.19
6421674,0f256528997015d440466b9e3356bc7379db9713eec332cc785660a6eb4e4d85,2.13
6421673,d9402a505495e4bbc18651c27111629ed2216ac55d255e29a58327a035217ce3,3.42
6421672,b4d2573b2495cd0a97c14350278e04d646f3e1f5f516d769376658c09fea4834,27.12
6421671,a30c32690e9be2943dc4d3e47a7969633f6725ce6872fb3411c43176bd7aa9cf,2.48
6421670,48e308954453a8e251632aacf700a2354cb1c16b5d3681841182ba59f0d5cbbe,1.19
6421669,c95fa6d7c060575eedfb01c41bf578d5a4bef85fca81d8c16d5ac2ba2f3f8dac,1.83
6421668,f21767178279a1c5992a68f007ad9316b113bd9250765a2f6c05a061b024142a,2.24
6421667,b27fcdee31364e0892d3c1cdbd9fe421597936720acbf29312731154039de484,3.30
6421666,4d03c95dfba4ae08aeb28920bdbce62e09cd359684f5183a6ee764696107329e,1.14
6421665,05fa5e108a52af5ccba08f3e477c3c5a70595815008ac06622b4c058d14bb584,2.90
6421664,fa9649357a9e3afbd88ecc1465a753f6775bc3047dfefb392eb6bd822ff4caa8,2.09
6421663,b9d8c6fdc186e9e6eb1afce849bd1e914f9672ad5d5b0c4ecbad0252d5999d84,1.62
6421662,1e57982e1fd74ecc7bf8be2d92ef3297ecb411efcebb8d09f8d04c7cedb8d7e7,1.12
6421661,9ff04154f249aebb35dfbfc9ebdbe057905b8a237a693cdd7c78eb149cc61274,6.66
6421660,f590990177908c4a12c19da31c348b7745234e724c34586f18cfc3acc42b36b8,4.31
6421659,494c0255386d853ff0602dad0db86d6e3a4c8ffe14f0033e2bd5bf0f1a26ef35,1.69
6421658,8cb79f747a16f4c44b4dd1715287028fdd62dd3de75f97e5c6e0fe33fabef6f4,1.02
6421657,023e34072f006f637440cf53d7dd49da7b2cbc39d7ee175a556cb87a5cda4367,6.22
6421656,592a3b9b2b3e40c10bdec3be82d37e6c4ad51d8003a6bc0743e0891fbfd8d1aa,1.19
6421655,a55bd555884948919f8863ca0c5db0dfe940e21f5c17120572a6855b8bb64742,2.71
6421654,4234acfb3600ed8067239ca05e575f6d2e78e7f20cc84b4c8daf1e0de2782dd4,2.83
6421653,e2a188b748aa727e4cf2bd6ef749d31fa18ade78fcd0ed82d80d094750aa53a1,3.98
6421652,c2942e8b19f8593ce8cc74d078e15ca139c984079dace25e91ccd083b3f2560b,1.76
6421651,d1847334bd80c6a82f9b2177652b59134a4ec146e09bc2cabc5abc449da09315,1.76
6421650,d1055db3279275716ae6155513997a9d3f4a4f59e605bca419cc2f73cfea3954,5.93
6421649,aaed52b869067de3bcbbf6cc4743726b85f1f8f79b400a21b03822a3b929afee,15.75
6421648,1356542b3f0b494237a83e5d5bb1b7e4af6fa740760f06f020e1dedc4a4aa0c4,4.17
6421647,2dc8bdf85650cc2c3f470a81901112ca26d158a9c32a275d2f78086c9ea28b19,1.70
6421646,62b4e28ed026289a7c6770ec73fd08942f8935a647b4e2a69dd4c963366dee47,5.42
6421645,fdf040b2cb35eca149e45500a02b0da20b37e228f170668937700e337599be9e,4.57
